date,city,pollutant,value
2025-08-03T00:00:00+05:30,Mumbai,pm25,33.1
2025-08-04T00:00:00+05:30,Mumbai,pm25,33.4
2025-08-05T00:00:00+05:30,Mumbai,pm25,33.3
2025-08-06T00:00:00+05:30,Mumbai,pm25,41.2
2025-08-07T00:00:00+05:30,Mumbai,pm25,31.5
2025-08-08T00:00:00+05:30,Mumbai,pm25,33.7
2025-08-09T00:00:00+05:30,Mumbai,pm25,39.2
2025-08-10T00:00:00+05:30,Mumbai,pm25,31.9
2025-08-11T00:00:00+05:30,Mumbai,pm25,37.5
2025-08-12T00:00:00+05:30,Mumbai,pm25,39.0
2025-08-13T00:00:00+05:30,Mumbai,pm25,33.6
2025-08-14T00:00:00+05:30,Mumbai,pm25,27.4
2025-08-15T00:00:00+05:30,Mumbai,pm25,26.0
2025-08-16T00:00:00+05:30,Mumbai,pm25,26.0
2025-08-17T00:00:00+05:30,Mumbai,pm25,27.6
2025-08-18T00:00:00+05:30,Mumbai,pm25,26.8
2025-08-19T00:00:00+05:30,Mumbai,pm25,26.1
2025-08-20T00:00:00+05:30,Mumbai,pm25,30.4
2025-08-21T00:00:00+05:30,Mumbai,pm25,159.0
2025-08-22T00:00:00+05:30,Mumbai,pm25,182.0
2025-08-23T00:00:00+05:30,Mumbai,pm25,37.7
2025-08-24T00:00:00+05:30,Mumbai,pm25,37.8
2025-08-25T00:00:00+05:30,Mumbai,pm25,33.4
2025-08-26T00:00:00+05:30,Mumbai,pm25,35.2
2025-08-27T00:00:00+05:30,Mumbai,pm25,33.4
2025-08-28T00:00:00+05:30,Mumbai,pm25,34.1
2025-08-29T00:00:00+05:30,Mumbai,pm25,29.4
2025-08-30T00:00:00+05:30,Mumbai,pm25,29.3
2025-08-31T00:00:00+05:30,Mumbai,pm25,32.9
2025-09-01T00:00:00+05:30,Mumbai,pm25,34.0
2025-09-02T00:00:00+05:30,Mumbai,pm25,38.1
2025-09-03T00:00:00+05:30,Mumbai,pm25,38.1
2025-09-04T00:00:00+05:30,Mumbai,pm25,37.6
2025-09-05T00:00:00+05:30,Mumbai,pm25,39.5
2025-09-06T00:00:00+05:30,Mumbai,pm25,32.7
2025-09-07T00:00:00+05:30,Mumbai,pm25,36.5
2025-09-08T00:00:00+05:30,Mumbai,pm25,32.4
2025-09-09T00:00:00+05:30,Mumbai,pm25,39.1
2025-09-10T00:00:00+05:30,Mumbai,pm25,43.8
2025-09-11T00:00:00+05:30,Mumbai,pm25,44.3
2025-09-12T00:00:00+05:30,Mumbai,pm25,37.3
2025-09-13T00:00:00+05:30,Mumbai,pm25,38.9
2025-09-14T00:00:00+05:30,Mumbai,pm25,30.6
2025-09-15T00:00:00+05:30,Mumbai,pm25,30.8
2025-09-16T00:00:00+05:30,Mumbai,pm25,32.0
2025-09-17T00:00:00+05:30,Mumbai,pm25,30.0
2025-09-18T00:00:00+05:30,Mumbai,pm25,31.1
2025-09-19T00:00:00+05:30,Mumbai,pm25,31.2
2025-09-22T00:00:00+05:30,Mumbai,pm25,33.5
2025-09-23T00:00:00+05:30,Mumbai,pm25,34.1
2025-09-24T00:00:00+05:30,Mumbai,pm25,36.6
2025-09-25T00:00:00+05:30,Mumbai,pm25,34.1
2025-09-26T00:00:00+05:30,Mumbai,pm25,35.6
2025-09-27T00:00:00+05:30,Mumbai,pm25,35.0
2025-09-28T00:00:00+05:30,Mumbai,pm25,30.4
2025-09-29T00:00:00+05:30,Mumbai,pm25,35.4
2025-10-01T00:00:00+05:30,Mumbai,pm25,28.0
2025-10-02T00:00:00+05:30,Mumbai,pm25,29.7
2025-10-03T00:00:00+05:30,Mumbai,pm25,30.8
2025-10-04T00:00:00+05:30,Mumbai,pm25,31.6
2025-10-05T00:00:00+05:30,Mumbai,pm25,37.9
2025-10-06T00:00:00+05:30,Mumbai,pm25,36.9
2025-10-07T00:00:00+05:30,Mumbai,pm25,34.6
2025-10-08T00:00:00+05:30,Mumbai,pm25,38.5
2025-10-09T00:00:00+05:30,Mumbai,pm25,53.3
2025-10-10T00:00:00+05:30,Mumbai,pm25,63.9
2025-10-11T00:00:00+05:30,Mumbai,pm25,65.1
2025-10-13T00:00:00+05:30,Mumbai,pm25,58.3
2025-10-15T00:00:00+05:30,Mumbai,pm25,55.8
2025-10-16T00:00:00+05:30,Mumbai,pm25,64.1
2025-10-17T00:00:00+05:30,Mumbai,pm25,43.5
2025-10-18T00:00:00+05:30,Mumbai,pm25,49.4
2025-10-19T00:00:00+05:30,Mumbai,pm25,52.3
2025-10-20T00:00:00+05:30,Mumbai,pm25,63.7
2025-10-21T00:00:00+05:30,Mumbai,pm25,52.8
2025-10-22T00:00:00+05:30,Mumbai,pm25,43.0
2025-10-23T00:00:00+05:30,Mumbai,pm25,37.9
2025-10-24T00:00:00+05:30,Mumbai,pm25,39.7
2025-10-25T00:00:00+05:30,Mumbai,pm25,29.5
2025-10-26T00:00:00+05:30,Mumbai,pm25,29.2
2025-10-27T00:00:00+05:30,Mumbai,pm25,27.8
2025-10-28T00:00:00+05:30,Mumbai,pm25,31.0
2025-10-29T00:00:00+05:30,Mumbai,pm25,33.1
2025-10-30T00:00:00+05:30,Mumbai,pm25,30.2
2025-10-31T00:00:00+05:30,Mumbai,pm25,29.4
2025-11-01T00:00:00+05:30,Mumbai,pm25,30.3
2025-11-02T00:00:00+05:30,Mumbai,pm25,29.1
2025-11-03T00:00:00+05:30,Mumbai,pm25,32.9
2025-11-04T00:00:00+05:30,Mumbai,pm25,39.0
2025-11-05T00:00:00+05:30,Mumbai,pm25,40.6
2025-11-06T00:00:00+05:30,Mumbai,pm25,43.2
2025-11-07T00:00:00+05:30,Mumbai,pm25,50.7
2025-11-08T00:00:00+05:30,Mumbai,pm25,43.2
2025-11-09T00:00:00+05:30,Mumbai,pm25,47.0
2025-11-10T00:00:00+05:30,Mumbai,pm25,54.3
2025-11-11T00:00:00+05:30,Mumbai,pm25,53.2
2025-11-12T00:00:00+05:30,Mumbai,pm25,50.8
2025-11-13T00:00:00+05:30,Mumbai,pm25,49.7
2025-11-14T00:00:00+05:30,Mumbai,pm25,53.3
2025-11-15T00:00:00+05:30,Mumbai,pm25,54.2
2025-11-16T00:00:00+05:30,Mumbai,pm25,51.7
2025-11-17T00:00:00+05:30,Mumbai,pm25,48.9
2025-11-18T00:00:00+05:30,Mumbai,pm25,52.1
2025-11-19T00:00:00+05:30,Mumbai,pm25,52.6
2025-11-20T00:00:00+05:30,Mumbai,pm25,51.2
2025-11-21T00:00:00+05:30,Mumbai,pm25,55.2
2025-11-22T00:00:00+05:30,Mumbai,pm25,61.2
2025-11-23T00:00:00+05:30,Mumbai,pm25,60.8
2025-11-24T00:00:00+05:30,Mumbai,pm25,60.8
2025-11-25T00:00:00+05:30,Mumbai,pm25,69.2
2025-11-26T00:00:00+05:30,Mumbai,pm25,68.0
2025-11-27T00:00:00+05:30,Mumbai,pm25,63.1
2025-11-28T00:00:00+05:30,Mumbai,pm25,56.6
2025-11-29T00:00:00+05:30,Mumbai,pm25,46.8
2025-12-01T00:00:00+05:30,Mumbai,pm25,50.5
2025-12-02T00:00:00+05:30,Mumbai,pm25,52.9
2025-12-03T00:00:00+05:30,Mumbai,pm25,51.8
2025-12-04T00:00:00+05:30,Mumbai,pm25,50.5
2025-12-05T00:00:00+05:30,Mumbai,pm25,49.0
2025-12-06T00:00:00+05:30,Mumbai,pm25,46.7
2025-12-07T00:00:00+05:30,Mumbai,pm25,49.8
2025-12-08T00:00:00+05:30,Mumbai,pm25,54.5
2025-12-09T00:00:00+05:30,Mumbai,pm25,44.7
2025-12-10T00:00:00+05:30,Mumbai,pm25,37.6
2025-12-11T00:00:00+05:30,Mumbai,pm25,46.5
2025-12-12T00:00:00+05:30,Mumbai,pm25,52.6
2025-12-13T00:00:00+05:30,Mumbai,pm25,59.6
2025-12-14T00:00:00+05:30,Mumbai,pm25,58.5
2025-12-15T00:00:00+05:30,Mumbai,pm25,54.0
2025-12-16T00:00:00+05:30,Mumbai,pm25,53.8
2025-12-17T00:00:00+05:30,Mumbai,pm25,51.8
2025-12-18T00:00:00+05:30,Mumbai,pm25,54.7
2025-12-19T00:00:00+05:30,Mumbai,pm25,50.8
2025-12-24T00:00:00+05:30,Mumbai,pm25,62.8
2025-12-25T00:00:00+05:30,Mumbai,pm25,53.4
2025-12-26T00:00:00+05:30,Mumbai,pm25,56.4
2025-12-27T00:00:00+05:30,Mumbai,pm25,53.2
2025-12-28T00:00:00+05:30,Mumbai,pm25,54.7
2025-12-29T00:00:00+05:30,Mumbai,pm25,56.5
2025-12-30T00:00:00+05:30,Mumbai,pm25,64.2
2025-12-31T00:00:00+05:30,Mumbai,pm25,57.9
2026-01-01T00:00:00+05:30,Mumbai,pm25,42.2
2026-01-02T00:00:00+05:30,Mumbai,pm25,54.5
2026-01-03T00:00:00+05:30,Mumbai,pm25,59.8
2026-01-04T00:00:00+05:30,Mumbai,pm25,63.0
2026-01-05T00:00:00+05:30,Mumbai,pm25,56.6
2026-01-06T00:00:00+05:30,Mumbai,pm25,61.4
2026-01-07T00:00:00+05:30,Mumbai,pm25,59.5
2026-01-08T00:00:00+05:30,Mumbai,pm25,56.9
2026-01-09T00:00:00+05:30,Mumbai,pm25,57.4
2026-01-10T00:00:00+05:30,Mumbai,pm25,53.5
2026-01-20T00:00:00+05:30,Mumbai,pm25,69.6
2026-01-21T00:00:00+05:30,Mumbai,pm25,70.4
2026-01-22T00:00:00+05:30,Mumbai,pm25,67.1
2026-01-23T00:00:00+05:30,Mumbai,pm25,52.2
2026-01-24T00:00:00+05:30,Mumbai,pm25,54.4
2026-01-25T00:00:00+05:30,Mumbai,pm25,69.1
2026-01-26T00:00:00+05:30,Mumbai,pm25,67.0
2026-01-27T00:00:00+05:30,Mumbai,pm25,45.3
2026-01-28T00:00:00+05:30,Mumbai,pm25,38.9
2026-01-29T00:00:00+05:30,Mumbai,pm25,60.0
2026-01-30T00:00:00+05:30,Mumbai,pm25,68.2
2026-02-02T00:00:00+05:30,Mumbai,pm25,67.3
2026-02-03T00:00:00+05:30,Mumbai,pm25,72.2
2026-02-04T00:00:00+05:30,Mumbai,pm25,64.7
2026-02-05T00:00:00+05:30,Mumbai,pm25,52.7
2026-02-06T00:00:00+05:30,Mumbai,pm25,44.4
2026-02-07T00:00:00+05:30,Mumbai,pm25,49.1
2026-02-08T00:00:00+05:30,Mumbai,pm25,40.1
2026-02-09T00:00:00+05:30,Mumbai,pm25,51.6
2026-02-10T00:00:00+05:30,Mumbai,pm25,49.2
2026-02-11T00:00:00+05:30,Mumbai,pm25,59.8
2026-02-12T00:00:00+05:30,Mumbai,pm25,54.8
2026-02-13T00:00:00+05:30,Mumbai,pm25,49.0
2026-02-14T00:00:00+05:30,Mumbai,pm25,59.3
2026-02-15T00:00:00+05:30,Mumbai,pm25,61.2
2026-02-16T00:00:00+05:30,Mumbai,pm25,54.0
2026-02-17T00:00:00+05:30,Mumbai,pm25,43.0
2026-02-18T00:00:00+05:30,Mumbai,pm25,30.3
2026-02-19T00:00:00+05:30,Mumbai,pm25,69.7
2026-02-20T00:00:00+05:30,Mumbai,pm25,81.8
2026-02-21T00:00:00+05:30,Mumbai,pm25,58.7
2026-02-24T00:00:00+05:30,Mumbai,pm25,161.0
2026-02-25T00:00:00+05:30,Mumbai,pm25,266.0
2026-02-26T00:00:00+05:30,Mumbai,pm25,266.0
2026-02-27T00:00:00+05:30,Mumbai,pm25,175.0
2026-02-28T00:00:00+05:30,Mumbai,pm25,47.5
2026-03-02T00:00:00+05:30,Mumbai,pm25,27.5
2026-03-03T00:00:00+05:30,Mumbai,pm25,160.0
2026-03-04T00:00:00+05:30,Mumbai,pm25,56.9
2026-03-05T00:00:00+05:30,Mumbai,pm25,35.0
2026-03-06T00:00:00+05:30,Mumbai,pm25,36.6
2026-03-08T00:00:00+05:30,Mumbai,pm25,108.0
2026-03-10T00:00:00+05:30,Mumbai,pm25,61.3
2026-03-11T00:00:00+05:30,Mumbai,pm25,56.2
2026-03-12T00:00:00+05:30,Mumbai,pm25,168.0
2026-03-13T00:00:00+05:30,Mumbai,pm25,44.3
2026-03-14T00:00:00+05:30,Mumbai,pm25,45.4
2026-03-15T00:00:00+05:30,Mumbai,pm25,36.2
2026-03-16T00:00:00+05:30,Mumbai,pm25,31.7
2026-03-17T00:00:00+05:30,Mumbai,pm25,35.4
2026-03-18T00:00:00+05:30,Mumbai,pm25,29.5
2026-03-19T00:00:00+05:30,Mumbai,pm25,20.6
2026-03-20T00:00:00+05:30,Mumbai,pm25,25.0
2026-03-21T00:00:00+05:30,Mumbai,pm25,25.5
2026-03-22T00:00:00+05:30,Mumbai,pm25,47.4
2026-03-23T00:00:00+05:30,Mumbai,pm25,136.0
2026-03-24T00:00:00+05:30,Mumbai,pm25,42.9
2026-03-25T00:00:00+05:30,Mumbai,pm25,37.4
2026-03-26T00:00:00+05:30,Mumbai,pm25,45.4
2026-03-27T00:00:00+05:30,Mumbai,pm25,51.9
2026-03-28T00:00:00+05:30,Mumbai,pm25,37.0
2026-03-29T00:00:00+05:30,Mumbai,pm25,17.9
2026-03-30T00:00:00+05:30,Mumbai,pm25,40.2
2026-04-01T00:00:00+05:30,Mumbai,pm25,32.0
2026-04-02T00:00:00+05:30,Mumbai,pm25,27.4
2026-04-03T00:00:00+05:30,Mumbai,pm25,38.7
2026-04-04T00:00:00+05:30,Mumbai,pm25,31.6
2026-04-05T00:00:00+05:30,Mumbai,pm25,33.8
2026-04-06T00:00:00+05:30,Mumbai,pm25,24.1
2026-04-07T00:00:00+05:30,Mumbai,pm25,36.2
2026-04-08T00:00:00+05:30,Mumbai,pm25,38.9
2026-04-09T00:00:00+05:30,Mumbai,pm25,44.4
2026-04-10T00:00:00+05:30,Mumbai,pm25,60.9
2026-04-11T00:00:00+05:30,Mumbai,pm25,65.4
2026-04-12T00:00:00+05:30,Mumbai,pm25,48.7
2026-04-13T00:00:00+05:30,Mumbai,pm25,48.6
2026-04-14T00:00:00+05:30,Mumbai,pm25,52.5
2026-04-16T00:00:00+05:30,Mumbai,pm25,43.5
2026-04-17T00:00:00+05:30,Mumbai,pm25,43.4
2026-04-18T00:00:00+05:30,Mumbai,pm25,29.1
2026-04-19T00:00:00+05:30,Mumbai,pm25,128.0
2026-04-20T00:00:00+05:30,Mumbai,pm25,27.1
2026-04-21T00:00:00+05:30,Mumbai,pm25,42.0
2026-04-22T00:00:00+05:30,Mumbai,pm25,37.7
2026-04-23T00:00:00+05:30,Mumbai,pm25,26.3
2026-04-24T00:00:00+05:30,Mumbai,pm25,80.6
2026-04-25T00:00:00+05:30,Mumbai,pm25,55.6
2026-04-26T00:00:00+05:30,Mumbai,pm25,47.6
2026-04-27T00:00:00+05:30,Mumbai,pm25,36.3
2026-04-28T00:00:00+05:30,Mumbai,pm25,46.3
2026-04-29T00:00:00+05:30,Mumbai,pm25,35.1
2026-04-30T00:00:00+05:30,Mumbai,pm25,27.9
2026-05-01T00:00:00+05:30,Mumbai,pm25,18.9
2026-05-02T00:00:00+05:30,Mumbai,pm25,277.0
2026-05-03T00:00:00+05:30,Mumbai,pm25,296.0
2026-05-04T00:00:00+05:30,Mumbai,pm25,181.0
2026-05-05T00:00:00+05:30,Mumbai,pm25,49.3
2026-05-06T00:00:00+05:30,Mumbai,pm25,54.7
2026-05-07T00:00:00+05:30,Mumbai,pm25,31.8
2026-05-08T00:00:00+05:30,Mumbai,pm25,37.8
2026-05-11T00:00:00+05:30,Mumbai,pm25,51.9
2026-05-12T00:00:00+05:30,Mumbai,pm25,40.5
2026-05-13T00:00:00+05:30,Mumbai,pm25,42.7
2026-05-14T00:00:00+05:30,Mumbai,pm25,35.5
2026-05-15T00:00:00+05:30,Mumbai,pm25,32.7
2026-05-16T00:00:00+05:30,Mumbai,pm25,39.2
2026-05-17T00:00:00+05:30,Mumbai,pm25,63.7
2026-05-18T00:00:00+05:30,Mumbai,pm25,274.0
2026-05-19T00:00:00+05:30,Mumbai,pm25,57.4
2026-05-20T00:00:00+05:30,Mumbai,pm25,50.6
2026-05-21T00:00:00+05:30,Mumbai,pm25,56.0
2026-05-22T00:00:00+05:30,Mumbai,pm25,38.8
2026-05-23T00:00:00+05:30,Mumbai,pm25,38.3
2026-05-24T00:00:00+05:30,Mumbai,pm25,31.4
2026-05-25T00:00:00+05:30,Mumbai,pm25,42.5
2026-05-26T00:00:00+05:30,Mumbai,pm25,43.5
2026-05-27T00:00:00+05:30,Mumbai,pm25,34.0
2026-05-28T00:00:00+05:30,Mumbai,pm25,30.8
2026-05-29T00:00:00+05:30,Mumbai,pm25,35.0
2026-05-30T00:00:00+05:30,Mumbai,pm25,46.3
2026-06-01T00:00:00+05:30,Mumbai,pm25,29.3
2026-06-02T00:00:00+05:30,Mumbai,pm25,37.9
2026-06-03T00:00:00+05:30,Mumbai,pm25,29.4
2026-06-04T00:00:00+05:30,Mumbai,pm25,29.0
2026-06-09T00:00:00+05:30,Mumbai,pm25,70.1
2026-06-10T00:00:00+05:30,Mumbai,pm25,40.6
2026-06-11T00:00:00+05:30,Mumbai,pm25,44.9
2026-06-12T00:00:00+05:30,Mumbai,pm25,47.0
2026-06-13T00:00:00+05:30,Mumbai,pm25,43.9
2026-06-14T00:00:00+05:30,Mumbai,pm25,39.1
2026-06-15T00:00:00+05:30,Mumbai,pm25,32.4
2026-06-16T00:00:00+05:30,Mumbai,pm25,31.1
2026-06-17T00:00:00+05:30,Mumbai,pm25,37.6
2026-06-18T00:00:00+05:30,Mumbai,pm25,30.4
2026-06-19T00:00:00+05:30,Mumbai,pm25,24.9
2026-06-20T00:00:00+05:30,Mumbai,pm25,30.4
2026-06-21T00:00:00+05:30,Mumbai,pm25,24.4
2026-06-22T00:00:00+05:30,Mumbai,pm25,21.1
2026-06-23T00:00:00+05:30,Mumbai,pm25,8.13
2026-06-25T00:00:00+05:30,Mumbai,pm25,22.1
2026-06-26T00:00:00+05:30,Mumbai,pm25,28.0
2026-06-27T00:00:00+05:30,Mumbai,pm25,20.6
2026-07-09T00:00:00+05:30,Mumbai,pm25,64.6
2026-07-10T00:00:00+05:30,Mumbai,pm25,53.9
2026-07-11T00:00:00+05:30,Mumbai,pm25,49.9
