date,city,aqi,dominant_pollutant
2025-04-23T00:00:00+05:30,Mumbai,118,pm10
2025-04-24T00:00:00+05:30,Delhi,264,pm25
2025-04-24T00:00:00+05:30,Mumbai,107,pm10
2025-04-25T00:00:00+05:30,Delhi,250,pm10
2025-04-25T00:00:00+05:30,Mumbai,111,pm10
2025-04-26T00:00:00+05:30,Delhi,257,pm10
2025-04-26T00:00:00+05:30,Mumbai,108,pm10
2025-04-27T00:00:00+05:30,Delhi,241,pm10
2025-04-27T00:00:00+05:30,Mumbai,107,pm10
2025-04-28T00:00:00+05:30,Delhi,277,pm25
2025-04-28T00:00:00+05:30,Mumbai,102,pm10
2025-04-29T00:00:00+05:30,Mumbai,95,pm10
2025-04-30T00:00:00+05:30,Delhi,152,pm10
2025-04-30T00:00:00+05:30,Mumbai,95,pm10
2025-05-01T00:00:00+05:30,Delhi,159,pm10
2025-05-01T00:00:00+05:30,Mumbai,78,pm10
2025-05-02T00:00:00+05:30,Delhi,125,pm10
2025-05-03T00:00:00+05:30,Delhi,183,pm25
2025-05-04T00:00:00+05:30,Delhi,234,pm25
2025-05-05T00:00:00+05:30,Delhi,96,pm10
2025-05-05T00:00:00+05:30,Mumbai,127,pm10
2025-05-06T00:00:00+05:30,Delhi,117,pm10
2025-05-06T00:00:00+05:30,Mumbai,106,pm10
2025-05-07T00:00:00+05:30,Delhi,116,pm10
2025-05-07T00:00:00+05:30,Mumbai,65,pm10
2025-05-08T00:00:00+05:30,Delhi,178,pm25
2025-05-08T00:00:00+05:30,Mumbai,62,pm10
2025-05-09T00:00:00+05:30,Delhi,144,pm25
2025-05-09T00:00:00+05:30,Mumbai,67,pm10
2025-05-10T00:00:00+05:30,Delhi,225,pm25
2025-05-10T00:00:00+05:30,Mumbai,73,pm10
2025-05-11T00:00:00+05:30,Delhi,135,pm10
2025-05-11T00:00:00+05:30,Mumbai,72,pm10
2025-05-12T00:00:00+05:30,Delhi,125,pm10
2025-05-12T00:00:00+05:30,Mumbai,68,pm10
2025-05-13T00:00:00+05:30,Delhi,106,pm10
2025-05-13T00:00:00+05:30,Mumbai,77,pm10
2025-05-14T00:00:00+05:30,Delhi,170,pm10
2025-05-14T00:00:00+05:30,Mumbai,90,pm10
2025-05-15T00:00:00+05:30,Delhi,395,pm25
2025-05-15T00:00:00+05:30,Mumbai,74,pm10
2025-05-16T00:00:00+05:30,Delhi,205,pm25
2025-05-16T00:00:00+05:30,Mumbai,95,pm10
2025-05-17T00:00:00+05:30,Delhi,123,pm10
2025-05-17T00:00:00+05:30,Mumbai,418,pm10
2025-05-18T00:00:00+05:30,Delhi,150,pm10
2025-05-18T00:00:00+05:30,Mumbai,418,pm10
2025-05-19T00:00:00+05:30,Delhi,176,pm25
2025-05-19T00:00:00+05:30,Mumbai,418,pm10
2025-05-20T00:00:00+05:30,Delhi,176,pm10
2025-05-20T00:00:00+05:30,Mumbai,331,pm10
2025-05-21T00:00:00+05:30,Delhi,156,pm10
2025-05-21T00:00:00+05:30,Mumbai,65,pm10
2025-05-22T00:00:00+05:30,Delhi,68,pm10
2025-05-22T00:00:00+05:30,Mumbai,55,pm10
2025-05-23T00:00:00+05:30,Delhi,110,pm10
2025-05-23T00:00:00+05:30,Mumbai,85,pm10
2025-05-24T00:00:00+05:30,Delhi,134,pm10
2025-05-24T00:00:00+05:30,Mumbai,78,pm10
2025-05-25T00:00:00+05:30,Delhi,73,pm10
2025-05-25T00:00:00+05:30,Mumbai,64,pm10
2025-05-26T00:00:00+05:30,Delhi,119,pm10
2025-05-26T00:00:00+05:30,Mumbai,61,pm10
2025-05-27T00:00:00+05:30,Delhi,110,pm10
2025-05-27T00:00:00+05:30,Mumbai,77,pm10
2025-05-28T00:00:00+05:30,Delhi,148,pm25
2025-05-28T00:00:00+05:30,Mumbai,60,pm10
2025-05-29T00:00:00+05:30,Delhi,135,pm10
2025-05-29T00:00:00+05:30,Mumbai,112,pm10
2025-05-30T00:00:00+05:30,Delhi,160,pm10
2025-05-30T00:00:00+05:30,Mumbai,108,pm10
2025-06-01T00:00:00+05:30,Delhi,160,pm10
2025-06-01T00:00:00+05:30,Mumbai,89,pm10
2025-06-02T00:00:00+05:30,Delhi,121,pm10
2025-06-02T00:00:00+05:30,Mumbai,86,pm10
2025-06-03T00:00:00+05:30,Delhi,129,pm10
2025-06-03T00:00:00+05:30,Mumbai,86,pm10
2025-06-04T00:00:00+05:30,Delhi,166,pm10
2025-06-04T00:00:00+05:30,Mumbai,58,pm10
2025-06-05T00:00:00+05:30,Delhi,124,pm10
2025-06-05T00:00:00+05:30,Mumbai,90,pm10
2025-06-06T00:00:00+05:30,Delhi,135,pm10
2025-06-06T00:00:00+05:30,Mumbai,98,pm10
2025-06-07T00:00:00+05:30,Delhi,198,pm25
2025-06-07T00:00:00+05:30,Mumbai,65,pm10
2025-06-08T00:00:00+05:30,Delhi,172,pm10
2025-06-09T00:00:00+05:30,Delhi,193,pm10
2025-06-09T00:00:00+05:30,Mumbai,89,pm10
2025-06-10T00:00:00+05:30,Delhi,206,pm10
2025-06-10T00:00:00+05:30,Mumbai,78,pm10
2025-06-11T00:00:00+05:30,Delhi,197,pm10
2025-06-11T00:00:00+05:30,Mumbai,70,pm10
2025-06-12T00:00:00+05:30,Delhi,164,pm10
2025-06-12T00:00:00+05:30,Mumbai,69,pm10
2025-06-13T00:00:00+05:30,Delhi,162,pm10
2025-06-13T00:00:00+05:30,Mumbai,63,pm10
2025-06-14T00:00:00+05:30,Delhi,145,pm10
2025-06-14T00:00:00+05:30,Mumbai,69,pm10
2025-06-15T00:00:00+05:30,Delhi,134,pm10
2025-06-15T00:00:00+05:30,Mumbai,57,pm10
2025-06-16T00:00:00+05:30,Delhi,97,pm10
2025-06-16T00:00:00+05:30,Mumbai,66,pm10
2025-06-17T00:00:00+05:30,Delhi,76,pm10
2025-06-17T00:00:00+05:30,Mumbai,87,pm10
2025-06-18T00:00:00+05:30,Delhi,76,pm25
2025-06-18T00:00:00+05:30,Mumbai,71,pm10
2025-06-19T00:00:00+05:30,Delhi,68,pm10
2025-06-19T00:00:00+05:30,Mumbai,77,pm10
2025-06-20T00:00:00+05:30,Delhi,67,pm10
2025-06-20T00:00:00+05:30,Mumbai,83,pm10
2025-06-21T00:00:00+05:30,Delhi,81,co
2025-06-21T00:00:00+05:30,Mumbai,93,pm10
2025-06-22T00:00:00+05:30,Delhi,82,pm10
2025-06-22T00:00:00+05:30,Mumbai,95,pm10
2025-06-23T00:00:00+05:30,Delhi,98,pm10
2025-06-23T00:00:00+05:30,Mumbai,95,pm10
2025-06-24T00:00:00+05:30,Delhi,153,pm25
2025-06-24T00:00:00+05:30,Mumbai,98,pm10
2025-06-25T00:00:00+05:30,Delhi,142,pm25
2025-06-25T00:00:00+05:30,Mumbai,103,pm10
2025-06-26T00:00:00+05:30,Delhi,89,pm10
2025-06-26T00:00:00+05:30,Mumbai,102,pm10
2025-06-27T00:00:00+05:30,Delhi,82,pm10
2025-06-27T00:00:00+05:30,Mumbai,90,pm10
2025-06-28T00:00:00+05:30,Delhi,94,pm10
2025-06-28T00:00:00+05:30,Mumbai,98,pm10
2025-06-29T00:00:00+05:30,Delhi,137,pm25
2025-06-29T00:00:00+05:30,Mumbai,96,pm10
2025-06-30T00:00:00+05:30,Delhi,89,pm10
2025-06-30T00:00:00+05:30,Mumbai,91,pm10
2025-07-01T00:00:00+05:30,Delhi,73,pm10
2025-07-01T00:00:00+05:30,Mumbai,84,pm10
2025-07-02T00:00:00+05:30,Delhi,77,pm10
2025-07-02T00:00:00+05:30,Mumbai,72,pm10
2025-07-03T00:00:00+05:30,Delhi,77,pm10
2025-07-03T00:00:00+05:30,Mumbai,72,pm10
2025-07-04T00:00:00+05:30,Delhi,95,pm25
2025-07-04T00:00:00+05:30,Mumbai,77,pm10
2025-07-05T00:00:00+05:30,Delhi,346,pm25
2025-07-05T00:00:00+05:30,Mumbai,79,pm10
2025-07-06T00:00:00+05:30,Delhi,140,pm25
2025-07-06T00:00:00+05:30,Mumbai,79,pm10
2025-07-07T00:00:00+05:30,Delhi,85,pm25
2025-07-07T00:00:00+05:30,Mumbai,86,pm10
2025-07-08T00:00:00+05:30,Delhi,247,pm25
2025-07-08T00:00:00+05:30,Mumbai,87,pm10
2025-07-09T00:00:00+05:30,Delhi,86,pm25
2025-07-09T00:00:00+05:30,Mumbai,82,pm10
2025-07-10T00:00:00+05:30,Delhi,163,pm25
2025-07-10T00:00:00+05:30,Mumbai,90,pm10
2025-07-11T00:00:00+05:30,Delhi,387,pm25
2025-07-11T00:00:00+05:30,Mumbai,83,pm10
2025-07-12T00:00:00+05:30,Delhi,82,pm10
2025-07-12T00:00:00+05:30,Mumbai,78,pm10
2025-07-13T00:00:00+05:30,Delhi,86,pm25
2025-07-13T00:00:00+05:30,Mumbai,73,pm10
2025-07-14T00:00:00+05:30,Delhi,56,pm10
2025-07-14T00:00:00+05:30,Mumbai,64,pm10
2025-07-15T00:00:00+05:30,Delhi,48,pm25
2025-07-15T00:00:00+05:30,Mumbai,70,pm10
2025-07-16T00:00:00+05:30,Delhi,71,pm10
2025-07-16T00:00:00+05:30,Mumbai,80,pm10
2025-07-17T00:00:00+05:30,Delhi,72,pm10
2025-07-17T00:00:00+05:30,Mumbai,75,pm10
2025-07-18T00:00:00+05:30,Delhi,62,pm10
2025-07-18T00:00:00+05:30,Mumbai,80,pm10
2025-07-19T00:00:00+05:30,Delhi,52,pm10
2025-07-19T00:00:00+05:30,Mumbai,84,pm10
2025-07-20T00:00:00+05:30,Delhi,74,pm10
2025-07-20T00:00:00+05:30,Mumbai,61,pm10
2025-07-21T00:00:00+05:30,Delhi,98,pm10
2025-07-21T00:00:00+05:30,Mumbai,53,pm10
2025-07-22T00:00:00+05:30,Delhi,92,pm25
2025-07-22T00:00:00+05:30,Mumbai,50,pm10
2025-07-23T00:00:00+05:30,Delhi,73,pm10
2025-07-23T00:00:00+05:30,Mumbai,187,pm25
2025-07-24T00:00:00+05:30,Delhi,113,pm10
2025-07-24T00:00:00+05:30,Mumbai,355,pm10
2025-07-25T00:00:00+05:30,Delhi,114,pm10
2025-07-25T00:00:00+05:30,Mumbai,54,pm10
2025-07-26T00:00:00+05:30,Delhi,73,pm10
2025-07-26T00:00:00+05:30,Mumbai,55,pm10
2025-07-27T00:00:00+05:30,Delhi,72,pm10
2025-07-27T00:00:00+05:30,Mumbai,58,pm10
2025-07-28T00:00:00+05:30,Delhi,87,pm10
2025-07-28T00:00:00+05:30,Mumbai,69,pm10
2025-07-29T00:00:00+05:30,Delhi,63,pm25
2025-07-29T00:00:00+05:30,Mumbai,67,pm10
2025-07-30T00:00:00+05:30,Delhi,67,pm25
2025-07-30T00:00:00+05:30,Mumbai,73,pm10
2025-08-01T00:00:00+05:30,Delhi,65,pm10
2025-08-01T00:00:00+05:30,Mumbai,83,pm10
2025-08-02T00:00:00+05:30,Delhi,91,pm10
2025-08-02T00:00:00+05:30,Mumbai,69,pm10
2025-08-03T00:00:00+05:30,Delhi,109,pm10
2025-08-03T00:00:00+05:30,Mumbai,68,pm10
2025-08-04T00:00:00+05:30,Delhi,110,pm10
2025-08-04T00:00:00+05:30,Mumbai,68,pm10
2025-08-05T00:00:00+05:30,Delhi,87,pm10
2025-08-05T00:00:00+05:30,Mumbai,69,pm10
2025-08-06T00:00:00+05:30,Delhi,109,pm10
2025-08-06T00:00:00+05:30,Mumbai,88,pm10
2025-08-07T00:00:00+05:30,Delhi,108,pm10
2025-08-07T00:00:00+05:30,Mumbai,64,pm10
2025-08-08T00:00:00+05:30,Delhi,115,pm10
2025-08-08T00:00:00+05:30,Mumbai,69,pm10
2025-08-09T00:00:00+05:30,Delhi,77,pm25
2025-08-09T00:00:00+05:30,Mumbai,83,pm10
2025-08-10T00:00:00+05:30,Delhi,82,pm10
2025-08-10T00:00:00+05:30,Mumbai,64,pm10
2025-08-11T00:00:00+05:30,Delhi,112,pm10
2025-08-11T00:00:00+05:30,Mumbai,78,pm10
2025-08-12T00:00:00+05:30,Delhi,94,pm10
2025-08-12T00:00:00+05:30,Mumbai,80,pm10
2025-08-13T00:00:00+05:30,Delhi,114,pm10
2025-08-13T00:00:00+05:30,Mumbai,68,pm10
2025-08-14T00:00:00+05:30,Delhi,51,pm25
2025-08-14T00:00:00+05:30,Mumbai,53,pm10
2025-08-15T00:00:00+05:30,Delhi,100,pm25
2025-08-15T00:00:00+05:30,Mumbai,49,pm10
2025-08-16T00:00:00+05:30,Delhi,94,pm25
2025-08-16T00:00:00+05:30,Mumbai,49,pm10
2025-08-17T00:00:00+05:30,Delhi,75,pm10
2025-08-17T00:00:00+05:30,Mumbai,54,pm10
2025-08-18T00:00:00+05:30,Delhi,77,pm10
2025-08-18T00:00:00+05:30,Mumbai,52,pm10
2025-08-19T00:00:00+05:30,Delhi,72,pm10
2025-08-19T00:00:00+05:30,Mumbai,49,pm10
2025-08-20T00:00:00+05:30,Delhi,53,pm10
2025-08-20T00:00:00+05:30,Mumbai,61,pm10
2025-08-21T00:00:00+05:30,Delhi,60,pm10
2025-08-21T00:00:00+05:30,Mumbai,333,pm10
2025-08-22T00:00:00+05:30,Delhi,102,pm10
2025-08-22T00:00:00+05:30,Mumbai,402,pm10
2025-08-23T00:00:00+05:30,Delhi,61,pm25
2025-08-23T00:00:00+05:30,Mumbai,79,pm10
2025-08-24T00:00:00+05:30,Delhi,49,pm10
2025-08-24T00:00:00+05:30,Mumbai,80,pm10
2025-08-25T00:00:00+05:30,Delhi,50,pm25
2025-08-25T00:00:00+05:30,Mumbai,68,pm10
2025-08-26T00:00:00+05:30,Delhi,52,co
2025-08-26T00:00:00+05:30,Mumbai,73,pm10
2025-08-27T00:00:00+05:30,Delhi,117,so2
2025-08-27T00:00:00+05:30,Mumbai,69,pm10
2025-08-28T00:00:00+05:30,Delhi,169,pm25
2025-08-28T00:00:00+05:30,Mumbai,71,pm10
2025-08-29T00:00:00+05:30,Delhi,174,so2
2025-08-29T00:00:00+05:30,Mumbai,58,pm10
2025-08-30T00:00:00+05:30,Delhi,71,pm25
2025-08-30T00:00:00+05:30,Mumbai,58,pm10
2025-08-31T00:00:00+05:30,Delhi,61,pm25
2025-08-31T00:00:00+05:30,Mumbai,67,pm10
2025-09-01T00:00:00+05:30,Delhi,31,pm25
2025-09-01T00:00:00+05:30,Mumbai,69,pm10
2025-09-02T00:00:00+05:30,Delhi,122,so2
2025-09-02T00:00:00+05:30,Mumbai,80,pm10
2025-09-03T00:00:00+05:30,Delhi,48,pm25
2025-09-03T00:00:00+05:30,Mumbai,80,pm10
2025-09-04T00:00:00+05:30,Delhi,58,pm25
2025-09-04T00:00:00+05:30,Mumbai,78,pm10
2025-09-05T00:00:00+05:30,Delhi,122,so2
2025-09-05T00:00:00+05:30,Mumbai,84,pm10
2025-09-06T00:00:00+05:30,Delhi,68,pm10
2025-09-06T00:00:00+05:30,Mumbai,67,pm10
2025-09-07T00:00:00+05:30,Delhi,60,pm10
2025-09-07T00:00:00+05:30,Mumbai,76,pm10
2025-09-08T00:00:00+05:30,Delhi,68,pm10
2025-09-08T00:00:00+05:30,Mumbai,66,pm10
2025-09-09T00:00:00+05:30,Delhi,78,pm10
2025-09-09T00:00:00+05:30,Mumbai,82,pm10
2025-09-10T00:00:00+05:30,Delhi,79,pm10
2025-09-10T00:00:00+05:30,Mumbai,95,pm10
2025-09-11T00:00:00+05:30,Delhi,95,pm10
2025-09-11T00:00:00+05:30,Mumbai,95,pm10
2025-09-12T00:00:00+05:30,Delhi,94,pm10
2025-09-12T00:00:00+05:30,Mumbai,77,pm10
2025-09-13T00:00:00+05:30,Delhi,100,pm10
2025-09-13T00:00:00+05:30,Mumbai,82,pm10
2025-09-14T00:00:00+05:30,Delhi,108,pm10
2025-09-14T00:00:00+05:30,Mumbai,62,pm10
2025-09-15T00:00:00+05:30,Delhi,110,pm10
2025-09-15T00:00:00+05:30,Mumbai,62,pm10
2025-09-16T00:00:00+05:30,Delhi,109,pm10
2025-09-16T00:00:00+05:30,Mumbai,65,pm10
2025-09-17T00:00:00+05:30,Delhi,106,pm10
2025-09-17T00:00:00+05:30,Mumbai,59,pm10
2025-09-18T00:00:00+05:30,Delhi,136,pm25
2025-09-18T00:00:00+05:30,Mumbai,62,pm10
2025-09-19T00:00:00+05:30,Delhi,120,pm10
2025-09-19T00:00:00+05:30,Mumbai,63,pm10
2025-09-20T00:00:00+05:30,Delhi,122,pm10
2025-09-21T00:00:00+05:30,Delhi,125,pm10
2025-09-22T00:00:00+05:30,Delhi,128,pm10
2025-09-22T00:00:00+05:30,Mumbai,69,pm10
2025-09-23T00:00:00+05:30,Delhi,116,pm10
2025-09-23T00:00:00+05:30,Mumbai,70,pm10
2025-09-24T00:00:00+05:30,Delhi,126,pm10
2025-09-24T00:00:00+05:30,Mumbai,76,pm10
2025-09-25T00:00:00+05:30,Delhi,115,pm10
2025-09-25T00:00:00+05:30,Mumbai,70,pm10
2025-09-26T00:00:00+05:30,Delhi,115,pm10
2025-09-26T00:00:00+05:30,Mumbai,74,pm10
2025-09-27T00:00:00+05:30,Delhi,155,pm10
2025-09-27T00:00:00+05:30,Mumbai,72,pm10
2025-09-28T00:00:00+05:30,Delhi,86,pm10
2025-09-28T00:00:00+05:30,Mumbai,61,pm10
2025-09-29T00:00:00+05:30,Delhi,114,pm10
2025-09-29T00:00:00+05:30,Mumbai,74,pm10
2025-10-01T00:00:00+05:30,Delhi,103,pm10
2025-10-01T00:00:00+05:30,Mumbai,55,pm10
2025-10-02T00:00:00+05:30,Delhi,109,pm25
2025-10-02T00:00:00+05:30,Mumbai,59,pm10
2025-10-03T00:00:00+05:30,Delhi,95,co
2025-10-03T00:00:00+05:30,Mumbai,62,pm10
2025-10-04T00:00:00+05:30,Delhi,171,pm25
2025-10-04T00:00:00+05:30,Mumbai,64,pm10
2025-10-05T00:00:00+05:30,Delhi,169,pm25
2025-10-05T00:00:00+05:30,Mumbai,79,pm10
2025-10-06T00:00:00+05:30,Delhi,66,pm10
2025-10-06T00:00:00+05:30,Mumbai,76,pm10
2025-10-07T00:00:00+05:30,Delhi,54,o3
2025-10-07T00:00:00+05:30,Mumbai,71,pm10
2025-10-08T00:00:00+05:30,Delhi,81,pm10
2025-10-08T00:00:00+05:30,Mumbai,81,pm10
2025-10-09T00:00:00+05:30,Delhi,108,pm10
2025-10-09T00:00:00+05:30,Mumbai,112,pm10
2025-10-10T00:00:00+05:30,Delhi,202,pm25
2025-10-10T00:00:00+05:30,Mumbai,130,pm10
2025-10-11T00:00:00+05:30,Delhi,159,pm25
2025-10-11T00:00:00+05:30,Mumbai,132,pm10
2025-10-12T00:00:00+05:30,Delhi,156,pm25
2025-10-13T00:00:00+05:30,Delhi,193,pm25
2025-10-13T00:00:00+05:30,Mumbai,121,pm10
2025-10-14T00:00:00+05:30,Delhi,233,pm25
2025-10-15T00:00:00+05:30,Delhi,228,pm25
2025-10-15T00:00:00+05:30,Mumbai,116,pm10
2025-10-16T00:00:00+05:30,Delhi,290,pm25
2025-10-16T00:00:00+05:30,Mumbai,130,pm10
2025-10-17T00:00:00+05:30,Delhi,303,pm25
2025-10-17T00:00:00+05:30,Mumbai,93,pm10
2025-10-18T00:00:00+05:30,Delhi,328,pm25
2025-10-18T00:00:00+05:30,Mumbai,106,pm10
2025-10-19T00:00:00+05:30,Delhi,363,pm25
2025-10-19T00:00:00+05:30,Mumbai,111,pm10
2025-10-20T00:00:00+05:30,Delhi,398,pm25
2025-10-20T00:00:00+05:30,Mumbai,129,pm10
2025-10-21T00:00:00+05:30,Delhi,384,pm25
2025-10-21T00:00:00+05:30,Mumbai,112,pm10
2025-10-22T00:00:00+05:30,Delhi,388,pm25
2025-10-22T00:00:00+05:30,Mumbai,92,pm10
2025-10-23T00:00:00+05:30,Delhi,327,pm25
2025-10-23T00:00:00+05:30,Mumbai,80,pm10
2025-10-24T00:00:00+05:30,Delhi,307,pm25
2025-10-24T00:00:00+05:30,Mumbai,84,pm10
2025-10-25T00:00:00+05:30,Delhi,326,pm25
2025-10-25T00:00:00+05:30,Mumbai,59,pm10
2025-10-26T00:00:00+05:30,Delhi,333,pm25
2025-10-26T00:00:00+05:30,Mumbai,58,pm10
2025-10-27T00:00:00+05:30,Delhi,323,pm25
2025-10-27T00:00:00+05:30,Mumbai,54,pm10
2025-10-28T00:00:00+05:30,Delhi,321,pm25
2025-10-28T00:00:00+05:30,Mumbai,62,pm10
2025-10-29T00:00:00+05:30,Delhi,342,pm25
2025-10-29T00:00:00+05:30,Mumbai,67,pm10
2025-10-30T00:00:00+05:30,Delhi,366,pm25
2025-10-30T00:00:00+05:30,Mumbai,60,pm10
2025-10-31T00:00:00+05:30,Delhi,307,pm25
2025-10-31T00:00:00+05:30,Mumbai,58,pm10
2025-11-01T00:00:00+05:30,Delhi,407,pm25
2025-11-01T00:00:00+05:30,Mumbai,61,pm10
2025-11-02T00:00:00+05:30,Delhi,365,pm25
